Time,SP,PV,OP,Error
1342,0,1.2573,0.97594,-1.2573
1343,0,1.4718,1.4804,-1.4718
1344,0,1.4997,1.4803,-1.4997
1345,0,1.4391,1.5511,-1.4391
1346,0,1.2373,1.6497,-1.2373
1347,0,0.94254,1.4341,-0.94254
1348,0,0.63544,1.0919,-0.63544
1349,0,0.26309,0.61979,-0.26309
1350,0,-0.18603,-0.11802,0.18603
1351,0,-0.58608,-0.61634,0.58608
1352,0,-0.84027,-0.79041,0.84027
1353,0,-0.99601,-0.80926,0.99601
1354,0,-1.0034,-0.80926,1.0034
1355,0,-0.74457,-0.80926,0.74457
1356,0,-0.26116,-0.49093,0.26116
1357,0,0.32891,0.057407,-0.32891
1358,0,0.93213,0.80605,-0.93213
1359,0,1.4002,1.3647,-1.4002
1360,0,1.7092,1.8249,-1.7092
1361,0,1.9011,2.7489,-1.9011
1362,0,1.854,2.8676,-1.854
1363,0,1.6383,2.5132,-1.6383
1364,0,1.3998,2.6758,-1.3998
1365,0,1.1612,2.5488,-1.1612
1366,0,0.82828,1.9623,-0.82828
1367,0,0.38428,1.307,-0.38428
1368,0,-0.025092,0.95734,0.025092
1369,0,-0.37415,0.41036,0.37415
1370,0,-0.67219,-0.31187,0.67219
1371,0,-0.83697,-0.631,0.83697
1372,0,-0.81642,-0.77963,0.81642
1373,0,-0.52623,-0.36798,0.52623
1374,0,-0.031946,-0.14106,0.031946
1375,0,0.49086,0.10126,-0.49086
1376,0,0.93364,0.60007,-0.93364
1377,0,1.2823,0.98087,-1.2823
1378,0,1.5492,1.7206,-1.5492
1379,0,1.648,2.2021,-1.648
1380,0,1.5772,2.1588,-1.5772
1381,0,1.4276,2.1379,-1.4276
1382,0,1.194,2.1731,-1.194
1383,0,0.87263,1.8066,-0.87263
1384,0,0.51247,1.3408,-0.51247
1385,0,0.12216,0.76971,-0.12216
1386,0,-0.22607,0.18294,0.22607
1387,0,-0.44254,-0.013922,0.44254
1388,0,-0.56031,-0.25723,0.56031
1389,0,-0.55963,-0.42767,0.55963
1390,0,-0.32834,-0.26019,0.32834
1391,0,0.10507,0.068741,-0.10507
1392,0,0.62503,0.52086,-0.62503
1393,0,1.1551,1.182,-1.1551
1394,0,1.6138,2.0674,-1.6138
1395,0,1.8625,2.6671,-1.8625
1396,0,1.8689,2.7821,-1.8689
1397,0,1.7572,2.832,-1.7572
1398,0,1.5588,2.7989,-1.5588
1399,0,1.2754,2.5467,-1.2754
1400,0,0.97928,2.3621,-0.97928
1401,0,0.60391,1.8952,-0.60391
1402,0,0.13532,1.3146,-0.13532
1403,0,-0.34727,0.32116,0.34727
1404,0,-0.68535,-0.48354,0.68535
1405,0,-0.85343,-0.59737,0.85343
1406,0,-0.93542,-0.77748,0.93542
1407,0,-0.81093,-0.64381,0.81093
1408,0,-0.42582,-0.51828,0.42582
1409,0,0.090073,-0.37352,-0.090073
1410,0,0.62201,0.32233,-0.62201
1411,0,1.154,1.3941,-1.154
1412,0,1.5204,1.7706,-1.5204
1413,0,1.6246,1.7079,-1.6246
1414,0,1.6201,2.0275,-1.6201
1415,0,1.536,2.3415,-1.536
1416,0,1.3725,2.4366,-1.3725
1417,0,1.1271,2.1701,-1.1271
1418,0,0.79941,1.6419,-0.79941
1419,0,0.36152,0.88188,-0.36152
1420,0,-0.1216,0.33127,0.1216
1421,0,-0.53975,-0.18257,0.53975
1422,0,-0.85,-0.7059,0.85
1423,0,-1.0478,-0.793,1.0478
1424,0,-1.0727,-0.80285,1.0727
1425,0,-0.81587,-0.73732,0.81587
1426,0,-0.35577,-0.28988,0.35577
1427,0,0.1929,0.26031,-0.1929
1428,0,0.75225,0.71243,-0.75225
1429,0,1.223,1.0497,-1.223
1430,0,1.4778,1.4412,-1.4778
1431,0,1.5853,2.0401,-1.5853
1432,0,1.5611,2.1811,-1.5611
1433,0,1.4054,2.1956,-1.4054
1434,0,1.1763,2.3349,-1.1763
1435,0,0.88414,1.8881,-0.88414
1436,0,0.53591,1.3881,-0.53591
1437,0,0.13284,1.0507,-0.13284
1438,0,-0.22485,0.42612,0.22485
1439,0,-0.51947,-0.12929,0.51947
1440,0,-0.77199,-0.53811,0.77199
1441,0,-0.88358,-0.76891,0.88358
